exp_name,timestamp,n_questions,n_filings,n_chunks,context_recall,faithfulness,answer_relevancy,hit_at_5,citation_accuracy,mean_latency_ms,total_cost_usd,hit_at_5_content,citation_accuracy_content
attach_proof,2026-09-08T15:04:09,2,1,97,1.0,0.8333333333333333,0.7912490247620754,1.0,1.0,5554.0,0.00048675,1.0,1.0
