exp_name,timestamp,n_questions,n_filings,n_chunks,context_recall,faithfulness,answer_relevancy,hit_at_5,citation_accuracy,mean_latency_ms,total_cost_usd,hit_at_5_content,citation_accuracy_content
exp_022_hybrid_qdrant,2026-09-07T09:01:22,6,1,97,1.0,0.8962962962962961,0.7769555229381568,0.8333333333333334,0.6666666666666666,6091.0,0.0016815749999999998,0.8333333333333334,0.8333333333333334
