exp_name,timestamp,n_questions,n_filings,n_chunks,context_recall,faithfulness,answer_relevancy,hit_at_5,citation_accuracy,mean_latency_ms,total_cost_usd,hit_at_5_content,citation_accuracy_content
exp_030_flash_rerank,2026-09-07T10:56:36,6,1,97,1.0,0.975,0.7987265261873533,0.6666666666666666,0.6666666666666666,35926.666666666664,0.0016793249999999997,0.8333333333333334,0.8333333333333334
