exp_name,timestamp,n_questions,n_filings,n_chunks,context_recall,faithfulness,answer_relevancy,hit_at_5,citation_accuracy,mean_latency_ms,total_cost_usd,hit_at_5_content,citation_accuracy_content
exp_020_bm25,2026-09-07T05:02:50,6,1,97,1.0,0.9739130434782609,0.8011798923662576,0.8333333333333334,0.6666666666666666,3925.0,0.001588275,0.8333333333333334,0.8333333333333334
